COMBUSTIBLE,ESTADO,MODELO,FECHA_REGISTRO,CLASIFICACION,CLASE,SERVICIO,MARCA,LINEA,CARROCERIA,CILINDRAJE,ORGANISMO_TRANSITO,MUNICIPIO,DEPARTAMENTO,POTENCIA,EJES
GASO ELEC,ACTIVO,2019,2019-02-26,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q8,WAGON,2995.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,340.0,2.0
GASO ELEC,ACTIVO,2019,2019-04-23,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q8,WAGON,2995.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,340.0,2.0
GASO ELEC,ACTIVO,2018,2018-05-30,AUTOMOVIL,AUTOMOVIL,Particular,BMW,330E,SEDAN,1998.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,184.0,2.0
GASO ELEC,ACTIVO,2019,2019-02-19,AUTOMOVIL,CAMIONETA,Particular,VOLVO,XC90,WAGON,1969.0,DPTO ADTVO TTEyTTO VILLA DEL ROSARIO,VILLA DEL ROSARIO,Norte de Santander,407.0,2.0
GASO ELEC,ACTIVO,2019,2018-12-14,AUTOMOVIL,CAMIONETA,Particular,KIA,NIRO,WAGON,1580.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,139.0,2.0
GASO ELEC,ACTIVO,2019,2018-09-21,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER S E ALL4,HATCH BACK,1499.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,136.0,2.0
GASO ELEC,ACTIVO,2019,2018-10-25,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q8,WAGON,2995.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,340.0,2.0
GASO ELEC,ACTIVO,2019,2018-12-06,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q8,WAGON,2995.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,340.0,2.0
GASO ELEC,ACTIVO,2019,2019-02-26,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q8,WAGON,2995.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,340.0,2.0
GASO ELEC,ACTIVO,2018,2019-01-16,AUTOMOVIL,AUTOMOVIL,Particular,BMW,330E,SEDAN,1998.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,184.0,2.0
DIES ELEC,ACTIVO,2015,2015-04-01,AUTOMOVIL,CAMION,Público,JMC,JX1090TK23,FURGON,4260.0,STRIA MCPAL TTOyTTE PUERTO COLOMBIA,PUERTO COLOMBIA,Atlantico,141.0,2.0
GASO ELEC,ACTIVO,2017,2017-01-06,AUTOMOVIL,CAMIONETA,Particular,BMW,X5 XDRIVE40E,WAGON,1997.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,245.0,2.0
DIES ELEC,ACTIVO,2014,2014-03-27,AUTOMOVIL,BUS,Público,VOLVO,B215RH,CERRADA,4764.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,215.0,2.0
GASO ELEC,ACTIVO,2020,2020-11-30,AUTOMOVIL,AUTOMOVIL,Particular,KIA,OPTIMA,SEDAN,1999.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,192.0,2.0
GASO ELEC,ACTIVO,2020,2021-03-18,AUTOMOVIL,AUTOMOVIL,Particular,KIA,OPTIMA,SEDAN,1999.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,192.0,2.0
GASO ELEC,ACTIVO,2020,2019-10-22,AUTOMOVIL,AUTOMOVIL,Particular,KIA,OPTIMA,SEDAN,1999.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,192.0,2.0
DIES ELEC,ACTIVO,2020,2019-12-17,AUTOMOVIL,CAMION,Público,HINO,XKU710L-HKURP3,FURGON,4009.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,150.0,2.0
GASO ELEC,ACTIVO,2020,2019-11-08,AUTOMOVIL,CAMIONETA,Particular,PORSCHE,CAYENNE E-HYBRID,WAGON,2995.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,462.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-14,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q5 SPORTBACK,WAGON,1984.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,249.0,2.0
GASO ELEC,ACTIVO,2021,2021-06-10,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q5 SPORTBACK,WAGON,1984.0,DPTO ADTVO TTEyTTO VILLA DEL ROSARIO,VILLA DEL ROSARIO,Norte de Santander,249.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-29,AUTOMOVIL,AUTOMOVIL,Particular,BMW,330E,SEDAN,1998.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,184.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-15,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-27,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,208.0,2.0
GASO ELEC,ACTIVO,2021,2021-06-22,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-06-18,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-07-30,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-14,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC COUPÉ,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-19,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC COUPÉ,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2021,2021-06-03,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-08-26,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-27,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-06-30,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-02-03,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,362.0,2.0
GASO ELEC,ACTIVO,2021,2021-01-26,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,362.0,2.0
GASO ELEC,ACTIVO,2021,2021-02-06,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,362.0,2.0
GASO ELEC,ACTIVO,2021,2021-02-02,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC COUPÉ,WAGON,2999.0,STRIA MCPAL TTOyTTE DUITAMA,DUITAMA,Boyaca,362.0,2.0
GASO ELEC,ACTIVO,2021,2021-01-28,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC COUPÉ,WAGON,2999.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,362.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-22,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-04,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,208.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-14,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-21,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2021,2021-07-24,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-06-23,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,STRIA DTAL TTO BARRANQUILLA,BARRANQUILLA,Atlantico,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-28,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-08-05,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-07-31,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-22,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2020-08-14,AUTOMOVIL,CAMIONETA,Particular,KIA,NIRO,WAGON,1580.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,139.0,2.0
GASO ELEC,ACTIVO,2020,2020-02-28,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2021,2020-06-01,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,208.0,2.0
GASO ELEC,ACTIVO,2021,2020-06-03,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,208.0,2.0
GASO ELEC,ACTIVO,2022,2021-05-22,AUTOMOVIL,AUTOMOVIL,Particular,BMW,330E,SEDAN,1998.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,184.0,2.0
GASO ELEC,ACTIVO,2020,2020-02-25,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2020,2020-02-27,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC COUPÉ,WAGON,1991.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,208.0,2.0
GASO ELEC,ACTIVO,2019,2019-04-26,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q8,WAGON,2995.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,340.0,2.0
GASO ELEC,ACTIVO,2021,2020-12-03,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,DIR TTOyTTE BUCARAMANGA,BUCARAMANGA,Santander,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-11-20,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-11-10,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-12-24,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-12-04,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-12-17,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-11-13,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SECRETARIA DE  MOVILIDAD MUNICIPAL DE CHIA,CHIA,Cundinamarca,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-11-12,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-11-14,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SECRETARIA DE  MOVILIDAD MUNICIPAL DE CHIA,CHIA,Cundinamarca,126.0,2.0
GASO ELEC,ACTIVO,2021,2020-11-26,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2020,2020-09-24,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,INST DPTAL TTOyTTE  META/RESTREPO,RESTREPOA,Meta,126.0,2.0
GASO ELEC,ACTIVO,2020,2020-09-25,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2020,2020-09-26,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2021,2021-03-16,AUTOMOVIL,CAMIONETA,Particular,BMW,X3 XDRIVE30E,WAGON,1998.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,184.0,2.0
GASO ELEC,ACTIVO,2020,2020-03-09,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,STRIA MCPAL TTOyTTE GIRON,GIRON,Santander,126.0,2.0
GASO ELEC,ACTIVO,2020,2020-03-04,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SECRETARIA DE  MOVILIDAD MUNICIPAL DE CHIA,CHIA,Cundinamarca,126.0,2.0
GASO ELEC,ACTIVO,2020,2020-02-28,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,126.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-21,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-22,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-20,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-28,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,200.0,2.0
GASO ELEC,ACTIVO,2021,2021-05-31,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,200.0,2.0
GASO ELEC,ACTIVO,2020,2020-02-29,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC COUPÉ,WAGON,1991.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,208.0,2.0
GASO ELEC,ACTIVO,2022,2021-05-19,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,INSTITUTO DE MOVILIDAD DE PEREIRA,PEREIRA,Risaralda,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-09-30,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,DPTO ADTVO TTEyTTO VILLA DEL ROSARIO,VILLA DEL ROSARIO,Norte de Santander,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-04,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-28,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-27,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA MCPAL DE SOACHA,SOACHA,Cundinamarca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-29,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-11,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,INST DPTAL TTOyTTE  META/RESTREPO,RESTREPOA,Meta,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-05-21,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-05-10,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-09-17,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-10-28,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-21,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-30,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DTAL TTO BARRANQUILLA,BARRANQUILLA,Atlantico,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-24,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-04,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTOYTTE MCPAL NARIÑO,NARINO,Narino,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-30,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DTAL TTO BARRANQUILLA,BARRANQUILLA,Atlantico,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-04,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-09-15,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-02,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-09,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-18,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-30,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DTAL TTO BARRANQUILLA,BARRANQUILLA,Atlantico,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-26,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-12,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-15,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-05-31,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTOyTTE PALMIRA,PALMIRA,Valle del Cauca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-24,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-08-03,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-05,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA MCPAL TTOyTTE GIRON,GIRON,Santander,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-22,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-10-01,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-05-21,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-09-02,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,INSTITUTO DE MOVILIDAD DE PEREIRA,PEREIRA,Risaralda,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-28,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-09-02,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-04-26,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SECRETARIA DE  MOVILIDAD MUNICIPAL DE CHIA,CHIA,Cundinamarca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-21,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-05-21,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-29,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-06-23,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,88.0,2.0
GASO ELEC,ACTIVO,2022,2021-07-30,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242.0,STRIA DTAL TTO BARRANQUILLA,BARRANQUILLA,Atlantico,88.0,2.0
